LABEL,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_SPOT_COLOR,MEAN_INTENSITY_CH1,MEDIAN_INTENSITY_CH1,MIN_INTENSITY_CH1,MAX_INTENSITY_CH1,TOTAL_INTENSITY_CH1,STD_INTENSITY_CH1,CONTRAST_CH1,SNR_CH1
ID514869,514869,0,0.6915706992149353,275.25300000000004,75.3324,0.0,20.0,1,20.0,1,,29.85388127853881,29.0,0.0,89.0,19614.0,22.90429360519456,0.8153997193560063,1.1708794628244865
ID522043,522043,0,0.950164258480072,217.305,57.94800000000001,0.0,700.0,35,20.0,1,,44.407914764079145,49.0,0.0,103.0,29176.0,30.421096429825237,0.7885165926353411,1.287162494167237
ID517433,517433,0,0.7521480321884155,257.8686,63.7428,0.0,280.0,14,20.0,1,,32.49923896499239,32.0,0.0,91.0,21352.0,23.017763872458183,0.8490801736406689,1.2966806032925362
ID518584,518584,0,0.6708223223686218,249.17640000000003,63.7428,0.0,400.0,20,20.0,1,,30.08675799086758,27.0,0.0,86.0,19767.0,22.369746787416066,0.7504751156766554,1.1532532185467543
ID523192,523192,0,1.1229898929595947,210.06150000000002,53.6019,0.0,780.0,39,20.0,1,,50.06088280060883,54.0,0.0,124.0,32890.0,33.241622011802775,0.8927644767331013,1.4206484356884066
ID516034,516034,0,0.7811395525932312,262.2147,65.1915,0.0,240.0,12,20.0,1,,33.7427701674277,33.0,0.0,97.0,22169.0,23.573559242576323,0.8546006816156589,1.3191627825125913
ID520000,520000,0,0.5852243900299072,241.93290000000002,62.29410000000001,0.0,500.0,25,20.0,1,,27.199391171993913,27.0,0.0,66.0,17870.0,19.9193832459004,0.7481587663484978,1.1687622823285253
ID526400,526400,0,1.0464025735855103,197.0232,47.807100000000005,0.0,1060.0,53,20.0,1,,50.25570776255708,52.0,0.0,133.0,33018.0,31.954785155802433,0.7914487764061945,1.389625914928495
ID518350,518350,0,0.7196996808052063,250.6251,63.7428,0.0,380.0,19,20.0,1,,30.32267884322679,27.0,0.0,97.0,19922.0,24.263718526130706,0.7992808336192198,1.1103007872840824
ID514633,514633,0,0.7382270097732544,269.45820000000003,68.08890000000001,0.0,120.0,6,20.0,1,,32.23592085235921,33.0,0.0,85.0,21179.0,23.098821116968843,0.8327710807733025,1.2682289790203443
ID525255,525255,0,0.9075554609298706,210.06150000000002,43.461000000000006,0.0,960.0,48,20.0,1,,45.138508371385086,51.0,0.0,96.0,29656.0,27.461125398233527,0.8409604820076693,1.5017235447356965
ID519765,519765,0,0.6531585454940796,243.38160000000002,62.29410000000001,0.0,480.0,24,20.0,1,,29.811263318112633,30.0,0.0,86.0,19586.0,21.62021823106583,0.7629136200081991,1.193423644890344
ID522964,522964,0,0.9852988123893738,208.61280000000002,55.0506,0.0,740.0,37,20.0,1,,48.6468797564688,51.0,0.0,110.0,31961.0,29.744493139218147,0.7404825444230909,1.391629305436718
ID521810,521810,0,0.8827072381973267,224.54850000000002,63.7428,0.0,660.0,33,20.0,1,,39.596651445966515,39.0,0.0,108.0,26015.0,30.425942492796732,0.7724424126718575,1.134327325595571
ID517201,517201,0,0.7632974982261658,265.1121,66.64020000000001,0.0,220.0,11,20.0,1,,32.89497716894977,33.0,0.0,91.0,21612.0,23.357826070871827,0.8587906060502739,1.301319629869926
ID516958,516958,0,0.68622887134552,268.0095,68.08890000000001,0.0,160.0,8,20.0,1,,30.41248097412481,30.0,0.0,87.0,19981.0,21.29014205837699,0.8222071757518726,1.2891005593149867
ID515805,515805,0,0.5501880049705505,276.7017,75.3324,0.0,0.0,0,20.0,1,,23.789954337899545,23.0,0.0,76.0,15630.0,18.290883612365008,0.798261876244201,1.154732446747453
ID514396,514396,0,0.7083603739738464,273.8043,70.9863,0.0,80.0,4,20.0,1,,30.484018264840184,30.0,0.0,89.0,20028.0,22.991716502500935,0.813212239670392,1.1892853732524442
ID526163,526163,0,1.0831323862075806,199.9206,47.807100000000005,0.0,1040.0,52,20.0,1,,49.57534246575342,52.0,0.0,134.0,32571.0,34.48498525666431,0.8005905219238532,1.2783835056094421
ID527849,527849,0,1.0746378898620605,186.88230000000001,49.2558,0.0,1160.0,58,20.0,1,,53.74429223744292,59.0,0.0,130.0,35310.0,34.552563375484986,0.7636891142051621,1.3470280431437416
ID524132,524132,0,0.8295629620552063,214.4076,44.9097,0.0,880.0,44,20.0,1,,39.885844748858446,46.0,0.0,96.0,26205.0,26.53301091519505,0.7748119369128301,1.3125208659677723
ID520683,520683,0,0.7355368733406067,234.6894,63.7428,0.0,560.0,28,20.0,1,,32.93455098934551,31.0,0.0,97.0,21638.0,24.39800152040838,0.8153994642641739,1.2126227376763261
ID525030,525030,0,0.9013716578483582,215.8563,42.0123,0.0,940.0,47,20.0,1,,41.89954337899543,47.0,0.0,103.0,27528.0,29.702831275263804,0.8028211482166866,1.2563411875435606
ID514165,514165,0,0.6961787343025208,275.25300000000004,75.3324,0.0,40.0,2,20.0,1,,30.06240487062405,29.0,0.0,88.0,19751.0,22.601007741140638,0.8316115077574945,1.2078500955834923
ID521588,521588,0,0.8209475874900818,228.89460000000003,63.7428,0.0,640.0,32,20.0,1,,37.84322678843227,37.0,0.0,108.0,24863.0,29.121194725747273,0.7420695078565376,1.107103120856425
ID518131,518131,0,0.7878002524375916,253.5225,65.1915,0.0,320.0,16,20.0,1,,34.69558599695586,36.0,0.0,85.0,22795.0,24.881276546030517,0.8520855673961939,1.2830799726271316
ID515570,515570,0,0.6798993349075317,275.25300000000004,72.435,0.0,60.0,3,20.0,1,,28.829528158295282,28.0,0.0,82.0,18941.0,22.783542250722164,0.8021364264821973,1.1264368706772465
ID522738,522738,0,0.9239944219589233,212.95890000000003,56.499300000000005,0.0,720.0,36,20.0,1,,43.39421613394216,49.0,0.0,106.0,28510.0,30.312370141067294,0.762481687863962,1.2386447109063539
ID527613,527613,0,1.0976133346557617,188.33100000000002,47.807100000000005,0.0,1140.0,57,20.0,1,,54.441400304414,58.0,0.0,127.0,35768.0,33.37389794270094,0.8136469838786947,1.4636445175585737
ID516721,516721,0,0.7638370990753174,259.31730000000005,65.1915,0.0,260.0,13,20.0,1,,33.203957382039576,34.0,0.0,89.0,21815.0,23.550434648221103,0.8476820626847834,1.293679413529708
ID519537,519537,0,0.6922581791877747,243.38160000000002,63.7428,0.0,460.0,23,20.0,1,,30.901065449010655,31.0,0.0,97.0,20302.0,23.43603675933795,0.7697716462060501,1.1470014220350777
ID519295,519295,0,0.6905958652496338,246.27900000000002,63.7428,0.0,440.0,22,20.0,1,,31.21156773211568,31.0,0.0,88.0,20506.0,22.774731668429343,0.7837086761001004,1.2042677057128264
ID523902,523902,0,0.988824188709259,208.61280000000002,49.2558,0.0,820.0,41,20.0,1,,42.02739726027397,37.0,0.0,122.0,27612.0,31.649073957894093,0.8412324077945448,1.213413628453367
ID525941,525941,0,1.044137954711914,207.16410000000002,46.3584,0.0,1000.0,50,20.0,1,,48.19634703196347,53.0,0.0,110.0,31665.0,30.68108158333547,0.8633617855732449,1.4556906423648535
ID522502,522502,1,0.43984273076057434,376.66200000000003,49.2558,0.0,760.0,38,20.0,1,,18.010654490106546,13.0,0.0,65.0,11833.0,16.050554916826496,0.744507673555259,0.9577799314558059
ID527113,527113,1,0.5759753584861755,346.2393,39.114900000000006,0.0,1120.0,56,20.0,1,,28.879756468797563,33.0,0.0,81.0,18974.0,20.4912050125763,0.6886397945936205,1.1495056759395572
ID517893,517893,1,0.23984991014003754,385.35420000000005,59.3967,0.0,340.0,17,20.0,1,,12.786910197869101,13.0,0.0,38.0,8401.0,9.968560901387283,0.4908591397714624,0.8446628903078115
ID515332,515332,1,0.20184597373008728,392.59770000000003,62.29410000000001,0.0,140.0,7,20.0,1,,10.677321156773212,9.0,0.0,36.0,7015.0,8.154715088751615,0.5314400826323163,0.9087361534311786
ID520452,520452,1,0.3065652549266815,379.55940000000004,52.153200000000005,0.0,520.0,26,20.0,1,,17.929984779299847,16.0,0.0,55.0,11780.0,15.123212417034411,0.3022407431900239,0.5503355829864789
ID524812,524812,1,0.405778706073761,354.9315,44.9097,0.0,920.0,46,20.0,1,,20.409436834094368,20.0,0.0,57.0,13409.0,15.837920566904632,0.585811804123674,0.9520709821405183
ID525699,525699,1,0.5287855863571167,349.1367,43.461000000000006,0.0,1020.0,51,20.0,1,,25.133942161339423,26.0,0.0,80.0,16513.0,18.864900507913607,0.6686003205479837,1.067702711614947
ID527363,527363,1,0.6846923828125,341.89320000000004,31.8714,0.0,1180.0,59,20.0,1,,31.35159817351598,33.0,0.0,87.0,20598.0,23.563283396497482,0.781156668636559,1.1670511657673766
ID515091,515091,1,0.19529685378074646,395.49510000000004,60.845400000000005,0.0,100.0,5,20.0,1,,9.91324200913242,8.0,0.0,37.0,6513.0,7.72488601961462,0.511473266932837,0.8685125397894305
ID519057,519057,1,0.2584517300128937,382.45680000000004,56.499300000000005,0.0,360.0,18,20.0,1,,13.765601217656013,12.0,0.0,41.0,9044.0,10.952635178760547,0.4591361193159768,0.7909557887993308
ID521361,521361,1,0.3310871124267578,389.7003,53.6019,0.0,620.0,31,20.0,1,,16.639269406392692,14.0,0.0,54.0,10932.0,13.579009247671424,0.47985260400862473,0.7946676979020421
ID516496,516496,1,0.20761841535568237,389.7003,66.64020000000001,0.0,200.0,10,20.0,1,,11.730593607305936,12.0,0.0,29.0,7707.0,8.020297713257804,0.5246678592927332,1.006627314696487
ID517663,517663,1,0.24922288954257965,391.149,62.29410000000001,0.0,300.0,15,20.0,1,,12.581430745814307,13.0,0.0,34.0,8266.0,9.596738954436658,0.5776793087734929,0.9600733797909182
ID523673,523673,1,0.38911569118499756,365.0724,47.807100000000005,0.0,840.0,42,20.0,1,,18.232876712328768,20.0,0.0,49.0,11979.0,12.938018863344293,0.7395734352234347,1.1982734790654568
ID516261,516261,1,0.2135740965604782,391.149,65.1915,0.0,180.0,9,20.0,1,,11.136986301369863,10.0,0.0,32.0,7317.0,8.53219076898833,0.5558167872150969,0.932632037900236
ID524587,524587,1,0.3701470196247101,362.175,47.807100000000005,0.0,860.0,43,20.0,1,,17.879756468797563,18.0,0.0,50.0,11747.0,12.563345637175583,0.7317673095724021,1.202734458644771
ID526635,526635,1,0.5764611959457397,346.2393,42.0123,0.0,1080.0,54,20.0,1,,28.560121765601217,30.0,0.0,78.0,18764.0,20.942789200518295,0.6556386986431259,1.0800765564976627
ID522275,522275,1,0.3943755328655243,386.8029,50.7045,0.0,680.0,34,20.0,1,,16.532724505327245,10.0,0.0,60.0,10862.0,15.063258199879716,0.6541949161069615,0.8681124550100372
ID520224,520224,1,0.315075546503067,379.55940000000004,53.6019,0.0,540.0,27,20.0,1,,20.207001522070016,19.0,0.0,64.0,13276.0,15.937370171302785,0.36056033776206753,0.6720094113045457
ID525474,525474,1,0.42352423071861267,349.1367,43.461000000000006,0.0,980.0,49,20.0,1,,21.987823439878234,23.0,0.0,68.0,14446.0,16.343768046089878,0.5614220529352394,0.9674515073344928
ID526884,526884,1,0.5940608382225037,347.68800000000005,40.5636,0.0,1100.0,55,20.0,1,,29.220700152207,32.0,0.0,76.0,19198.0,20.93438495130743,0.695042241725087,1.144698416065361
ID518825,518825,1,0.23558999598026276,378.1107,52.153200000000005,0.0,420.0,21,20.0,1,,14.78386605783866,14.0,0.0,44.0,9713.0,11.060208628631806,0.3365987918327778,0.6732342224107719
ID523433,523433,1,0.39365458488464355,370.8672,47.807100000000005,0.0,800.0,40,20.0,1,,16.884322678843226,15.0,0.0,58.0,11093.0,14.341501718086086,0.749334433565934,1.0086067141420372
ID523189,523189,1,0.42934927344322205,375.2133,49.2558,0.0,780.0,39,20.0,1,,18.229832572298324,15.0,0.0,64.0,11977.0,15.69207773951241,0.7329968711825261,0.9827353240852438
ID514868,514868,1,0.21366029977798462,405.636,59.3967,0.0,20.0,1,20.0,1,,10.76407914764079,8.0,0.0,37.0,7072.0,8.926053967613603,0.48928081123789685,0.7923717067688153
ID518580,518580,1,0.2827349007129669,378.1107,52.153200000000005,0.0,400.0,20,20.0,1,,15.952815829528157,15.0,0.0,49.0,10481.0,12.468713119067372,0.41817217334611495,0.7545219607272649
ID521139,521139,1,0.29445528984069824,388.25160000000005,53.6019,0.0,600.0,30,20.0,1,,15.834094368340944,12.0,0.0,49.0,10403.0,13.170719805397882,0.3737747418607157,0.6541963805161602
ID526399,526399,1,0.5397998690605164,346.2393,43.461000000000006,0.0,1060.0,53,20.0,1,,26.561643835616437,28.0,0.0,70.0,17451.0,19.257076361083797,0.631008228342182,1.0672679370831735
ID519995,519995,1,0.30171361565589905,378.1107,52.153200000000005,0.0,500.0,25,20.0,1,,18.550989345509894,16.0,0.0,60.0,12188.0,15.20553001623362,0.2879907306213535,0.5455835670204702
ID524340,524340,1,0.37338486313819885,357.82890000000003,46.3584,0.0,900.0,45,20.0,1,,18.58295281582953,18.0,0.0,49.0,12209.0,13.832057204605887,0.6639453021729798,1.0721392611361946
ID522042,522042,1,0.42978399991989136,383.9055,52.153200000000005,0.0,700.0,35,20.0,1,,17.442922374429223,11.0,0.0,60.0,11460.0,16.511180136364853,0.6960866908889255,0.8671343933081062
ID517432,517432,1,0.24883070588111877,394.0464,62.29410000000001,0.0,280.0,14,20.0,1,,11.812785388127853,11.0,0.0,36.0,7761.0,9.680251820539318,0.5964841907599807,0.9118637888824862
ID514631,514631,1,0.19606903195381165,392.59770000000003,60.845400000000005,0.0,120.0,6,20.0,1,,10.146118721461187,9.0,0.0,31.0,6666.0,7.9339856924241445,0.5182542822829314,0.8730455580444534
ID525256,525256,1,0.4104452431201935,352.0341,43.461000000000006,0.0,960.0,48,20.0,1,,21.28614916286149,20.0,0.0,65.0,13985.0,16.282762655370586,0.5348182930545673,0.9110627517329593
ID516033,516033,1,0.24082662165164948,392.59770000000003,62.29410000000001,0.0,240.0,12,20.0,1,,11.701674277016743,10.0,0.0,33.0,7688.0,9.043722401503157,0.6408549858384395,1.0106955279500387
ID521807,521807,1,0.35258927941322327,388.25160000000005,50.7045,0.0,660.0,33,20.0,1,,15.592085235920852,12.0,0.0,50.0,10244.0,13.550080935499137,0.6148855309337204,0.8762839089672707
ID518348,518348,1,0.24845385551452637,381.0081,53.6019,0.0,380.0,19,20.0,1,,14.010654490106544,12.0,0.0,42.0,9205.0,11.043216479415483,0.4163898184764298,0.745950722037199
ID519761,519761,1,0.27612996101379395,378.1107,53.6019,0.0,480.0,24,20.0,1,,17.511415525114156,16.0,0.0,58.0,11505.0,14.16809820273207,0.26086985694731474,0.5114383948346639
ID522961,522961,1,0.41949233412742615,379.55940000000004,49.2558,0.0,740.0,37,20.0,1,,17.523592085235922,14.0,0.0,60.0,11513.0,15.389747751595586,0.7122505907575187,0.9472990955644969
ID517200,517200,1,0.2412610650062561,392.59770000000003,65.1915,0.0,220.0,11,20.0,1,,12.203957382039574,12.0,0.0,34.0,8018.0,8.844581994459528,0.6224617804267591,1.0587455087801976
ID526161,526161,1,0.489485502243042,347.68800000000005,43.461000000000006,0.0,1040.0,52,20.0,1,,23.64840182648402,25.0,0.0,70.0,15537.0,17.629303696229723,0.6507639965478306,1.0576334110111105
ID516957,516957,1,0.2067793309688568,391.149,65.1915,0.0,160.0,8,20.0,1,,11.124809741248097,11.0,0.0,32.0,7309.0,8.112186481710747,0.5593876740510488,0.9838830027272926
ID515802,515802,1,0.18396584689617157,408.53340000000003,57.94800000000001,0.0,0.0,0,20.0,1,,9.237442922374429,8.0,0.0,29.0,6069.0,7.456270779631833,0.4756185470902617,0.7986284346615383
ID514393,514393,1,0.18205076456069946,396.9438,59.3967,0.0,80.0,4,20.0,1,,9.534246575342467,8.0,0.0,33.0,6264.0,7.431135004654446,0.4887692410950338,0.8424375253019427
ID524135,524135,1,0.3658539652824402,359.2776,46.3584,0.0,880.0,44,20.0,1,,18.529680365296805,19.0,0.0,51.0,12174.0,13.214325607825376,0.6886215048040285,1.1436712004170133
ID525032,525032,1,0.4270361065864563,353.4828,43.461000000000006,0.0,940.0,47,20.0,1,,21.782343987823438,23.0,0.0,61.0,14311.0,16.792668405595123,0.5532384283306273,0.9240364598758087
ID520677,520677,1,0.29940029978752136,382.45680000000004,52.153200000000005,0.0,560.0,28,20.0,1,,18.124809741248097,16.0,0.0,56.0,11908.0,14.580295214378957,0.3017779663974931,0.5763519219783826
ID519534,519534,1,0.2547498941421509,379.55940000000004,53.6019,0.0,460.0,23,20.0,1,,15.744292237442922,13.0,0.0,49.0,10344.0,13.498703703339991,0.24303353980419234,0.4560835818537739
ID527844,527844,1,0.6692500710487366,343.3419,33.320100000000004,0.0,1160.0,58,20.0,1,,30.90715372907154,32.0,0.0,82.0,20306.0,22.646990605867387,0.7385490410293495,1.1595003946614801
ID520823,520823,1,0.30721500515937805,382.45680000000004,52.153200000000005,0.0,580.0,29,20.0,1,,17.11263318112633,15.0,0.0,51.0,11243.0,14.420813271218384,0.34341016337595,0.6066826819249894
ID527608,527608,1,0.5681532621383667,344.79060000000004,36.2175,0.0,1140.0,57,20.0,1,,28.231354642313548,30.0,0.0,71.0,18548.0,19.570574060213307,0.6869067342714761,1.174802468911104
ID514162,514162,1,0.2156047821044922,402.7386,57.94800000000001,0.0,40.0,2,20.0,1,,10.50076103500761,8.0,0.0,39.0,6899.0,9.047659178763558,0.5182294501397217,0.7923174421391509
ID516722,516722,1,0.24515283107757568,391.149,65.1915,0.0,260.0,13,20.0,1,,12.617960426179604,12.0,0.0,36.0,8290.0,9.196293333604572,0.6098317000436629,1.0395272110275793
ID518130,518130,1,0.2728375196456909,389.7003,59.3967,0.0,320.0,16,20.0,1,,12.975646879756468,12.0,0.0,38.0,8525.0,10.807744114787598,0.5909949817338847,0.8919467829417271
ID515569,515569,1,0.20665904879570007,401.28990000000005,59.3967,0.0,60.0,3,20.0,1,,10.744292237442922,9.0,0.0,35.0,7059.0,8.310388838446384,0.49949823051678593,0.8613396902117993
ID521584,521584,1,0.3770279288291931,389.7003,52.153200000000005,0.0,640.0,32,20.0,1,,16.67579908675799,12.0,0.0,55.0,10956.0,15.049407714901225,0.577951985898357,0.8116993862177062
ID522736,522736,1,0.4602259695529938,382.45680000000004,50.7045,0.0,720.0,36,20.0,1,,18.403348554033485,13.0,0.0,65.0,12091.0,17.18825608683671,0.7485551931827894,0.9167259262952245
ID525937,525937,1,0.4793582558631897,349.1367,43.461000000000006,0.0,1000.0,50,20.0,1,,24.385083713850836,25.0,0.0,66.0,16021.0,17.032947529875194,0.6256234766975871,1.1019388954495153
ID523900,523900,1,0.39839664101600647,366.52110000000005,46.3584,0.0,820.0,41,20.0,1,,18.033485540334855,18.0,0.0,49.0,11848.0,13.47701653075686,0.7674746062450503,1.1620551570150448
ID519290,519290,1,0.24340341985225677,378.1107,52.153200000000005,0.0,440.0,22,20.0,1,,16.347031963470318,15.0,0.0,44.0,10740.0,12.49261225052489,0.2674578463873892,0.5522522144643508
ID522503,522503,2,1.9104481935501099,152.11350000000002,53.6019,0.0,760.0,38,20.0,1,,95.39878234398782,92.0,0.0,215.0,62677.0,53.37056257652305,0.753690161388793,1.5364238035636077
ID524809,524809,2,1.433469533920288,120.24210000000001,39.114900000000006,0.0,920.0,46,20.0,1,,74.57686453576865,87.0,0.0,140.0,48997.0,42.178272357415445,0.7766469326654725,1.5458517072291567
ID527115,527115,2,1.9836289882659912,108.6525,42.0123,0.0,1120.0,56,20.0,1,,93.53881278538813,100.0,0.0,226.0,61455.0,58.21091879957579,0.83133643485175,1.4589018455355434
ID520450,520450,2,1.2480937242507935,176.7414,34.7688,0.0,520.0,26,20.0,1,,64.61796042617961,71.0,0.0,119.0,42454.0,31.26107384443101,0.8697602205984246,1.9230606190044828
ID515329,515329,2,1.3704456090927124,176.7414,52.153200000000005,0.0,140.0,7,20.0,1,,71.21765601217656,77.0,0.0,141.0,46790.0,33.42355391161613,0.8234863089599221,1.9245044566849863
ID517888,517888,2,1.2908762693405151,182.5362,42.0123,0.0,340.0,17,20.0,1,,62.49771689497717,66.0,0.0,140.0,41061.0,33.77490604451878,0.8347331799380404,1.6837389564691747
ID525696,525696,2,1.2950949668884277,105.75510000000001,37.6662,0.0,1020.0,51,20.0,1,,64.60121765601218,75.0,0.0,139.0,42443.0,43.85914120007064,0.6942383919689444,1.2071039864898028
ID521358,521358,2,1.5604205131530762,168.0492,43.461000000000006,0.0,620.0,31,20.0,1,,80.45662100456622,89.0,0.0,161.0,52860.0,40.779616906346696,0.8319054172580034,1.7919238454633184
ID519052,519052,2,1.2607531547546387,183.9849,39.114900000000006,0.0,360.0,18,20.0,1,,60.12328767123287,64.0,1.0,136.0,39501.0,35.66799424645276,0.7973029299219336,1.495533364106672
ID516491,516491,2,1.423093318939209,176.7414,50.7045,0.0,200.0,10,20.0,1,,74.35007610350075,81.0,2.0,131.0,48848.0,31.65817532298388,0.8744703265547499,2.1912505620778546
ID527366,527366,2,2.4728496074676514,108.6525,43.461000000000006,0.0,1180.0,59,20.0,1,,114.4627092846271,122.0,0.0,270.0,75202.0,67.96752426147322,0.8784024326214231,1.5750612747823467
ID523671,523671,2,1.8874348402023315,136.17780000000002,47.807100000000005,0.0,840.0,42,20.0,1,,84.72146118721462,83.0,0.0,211.0,55662.0,56.322433409599306,0.8205879434554917,1.3559868949547436
ID515089,515089,2,1.3876070976257324,182.5362,50.7045,0.0,100.0,5,20.0,1,,72.49010654490107,79.0,1.0,140.0,47626.0,34.05103293651324,0.8123034170409539,1.90838420687072
ID525470,525470,2,1.3204764127731323,110.1012,37.6662,0.0,980.0,49,20.0,1,,68.61796042617961,81.0,0.0,132.0,45082.0,42.73737704215777,0.7394079976268967,1.3650313244029133
